sub1,sub2,pairID,trialID,stim1,stim2
111,121,226,226,stimuli/own/kitchen/111_kit.jpg,stimuli/own/kitchen/121_kit.jpg
111,122,227,227,stimuli/own/kitchen/111_kit.jpg,stimuli/own/kitchen/122_kit.jpg
111,123,228,228,stimuli/own/kitchen/111_kit.jpg,stimuli/own/kitchen/123_kit.jpg
111,124,229,229,stimuli/own/kitchen/111_kit.jpg,stimuli/own/kitchen/124_kit.jpg
111,125,230,230,stimuli/own/kitchen/111_kit.jpg,stimuli/own/kitchen/125_kit.jpg
111,126,231,231,stimuli/own/kitchen/111_kit.jpg,stimuli/own/kitchen/126_kit.jpg
111,127,232,232,stimuli/own/kitchen/111_kit.jpg,stimuli/own/kitchen/127_kit.jpg
111,129,233,233,stimuli/own/kitchen/111_kit.jpg,stimuli/own/kitchen/129_kit.jpg
111,130,234,234,stimuli/own/kitchen/111_kit.jpg,stimuli/own/kitchen/130_kit.jpg
111,131,235,235,stimuli/own/kitchen/111_kit.jpg,stimuli/own/kitchen/131_kit.jpg
111,132,236,236,stimuli/own/kitchen/111_kit.jpg,stimuli/own/kitchen/132_kit.jpg
111,134,237,237,stimuli/own/kitchen/111_kit.jpg,stimuli/own/kitchen/134_kit.jpg
111,135,238,238,stimuli/own/kitchen/111_kit.jpg,stimuli/own/kitchen/135_kit.jpg
111,136,239,239,stimuli/own/kitchen/111_kit.jpg,stimuli/own/kitchen/136_kit.jpg
111,137,240,240,stimuli/own/kitchen/111_kit.jpg,stimuli/own/kitchen/137_kit.jpg
111,138,241,241,stimuli/own/kitchen/111_kit.jpg,stimuli/own/kitchen/138_kit.jpg
111,139,242,242,stimuli/own/kitchen/111_kit.jpg,stimuli/own/kitchen/139_kit.jpg
111,140,243,243,stimuli/own/kitchen/111_kit.jpg,stimuli/own/kitchen/140_kit.jpg
111,141,244,244,stimuli/own/kitchen/111_kit.jpg,stimuli/own/kitchen/141_kit.jpg
112,113,245,245,stimuli/own/kitchen/112_kit.jpg,stimuli/own/kitchen/113_kit.jpg
112,114,246,246,stimuli/own/kitchen/112_kit.jpg,stimuli/own/kitchen/114_kit.jpg
112,116,247,247,stimuli/own/kitchen/112_kit.jpg,stimuli/own/kitchen/116_kit.jpg
112,117,248,248,stimuli/own/kitchen/112_kit.jpg,stimuli/own/kitchen/117_kit.jpg
112,118,249,249,stimuli/own/kitchen/112_kit.jpg,stimuli/own/kitchen/118_kit.jpg
112,119,250,250,stimuli/own/kitchen/112_kit.jpg,stimuli/own/kitchen/119_kit.jpg
112,120,251,251,stimuli/own/kitchen/112_kit.jpg,stimuli/own/kitchen/120_kit.jpg
112,121,252,252,stimuli/own/kitchen/112_kit.jpg,stimuli/own/kitchen/121_kit.jpg
112,122,253,253,stimuli/own/kitchen/112_kit.jpg,stimuli/own/kitchen/122_kit.jpg
112,123,254,254,stimuli/own/kitchen/112_kit.jpg,stimuli/own/kitchen/123_kit.jpg
112,124,255,255,stimuli/own/kitchen/112_kit.jpg,stimuli/own/kitchen/124_kit.jpg
112,125,256,256,stimuli/own/kitchen/112_kit.jpg,stimuli/own/kitchen/125_kit.jpg
112,126,257,257,stimuli/own/kitchen/112_kit.jpg,stimuli/own/kitchen/126_kit.jpg
